name,candidate_id,age,gender,no_children,emp_card_id
Nicholas Sapp,906667,21.0,Female,0,
Carmen Lavallee,906934,59.0,Male,1,294
Clarence Matthews,918610,33.0,Female,2,5286
James Rivera,933763,43.0,Male,2,
Linda Simoneau,938583,59.0,Male,1,4772
Michael Stankiewicz,925307,35.0,Male,,
Howard Seal,913014,38.0,Female,2,8559
Robert Flores,916218,44.0,Male,2,
Steven Castiglione,938191,28.0,Female,0,
Bobby Hagerman,898558,46.0,Male,1,5437
Jesus Seay,936204,27.0,Female,0,
Patsy Lynch,918139,37.0,Female,,3094
Steven Jordan,900902,49.0,Male,,2966
Patrick Durham,910209,46.0,Male,1,4150
Mary Martin,916467,29.0,Male,,
Warren Gay,904989,45.0,Male,2,
John Vega,897936,50.0,Male,,4404
Margaret Hall,903295,45.0,Male,3,
Thomas Mobley,924350,50.0,Male,1,2110
Elizabeth Williams,932140,53.0,Male,1,8612
Alice Pickard,912192,34.0,Male,1,
Violet Graham,938217,22.0,Female,0,
Julio Creekmur,943039,32.0,Female,0,
Irene Stover,941067,39.0,Male,1,
Michael Smith,927972,34.0,Female,3,597
Isabell Tucker,921501,25.0,Female,0,
Steven Gregory,925001,32.0,Male,2,
Naomi Colella,939549,45.0,Male,2,
Marilyn Butler,907653,49.0,Male,3,6105
Joesph Hughes,921787,38.0,Female,0,
Robert Davis,908306,55.0,Male,,8054
Irving Booth,916672,40.0,Male,,
Maria Yi,946125,29.0,Female,0,
Rosella Sheffield,899737,48.0,Male,,
Donna Dennis,899405,47.0,Male,,9236
Kristopher Mcphail,924423,46.0,Male,2,7388
Henry Marable,933440,42.0,Male,0,
Kevin Benson,923873,52.0,Male,1,6558
Charles Kaye,922484,30.0,Female,0,
Michael Larson,908297,48.0,Male,2,3004
Miriam Michelson,918453,35.0,Female,1,9181
Beverly Szewczyk,917935,37.0,Female,2,8292
Anderson Riesenberg,936407,31.0,Female,0,
Helen Lewis,906253,43.0,Female,1,1538
Kimbra Preston,918842,26.0,Female,1,9390
Elias Fry,941558,47.0,Male,2,
Denis Russell,935603,19.0,Female,0,
Michael Nakamura,907612,49.0,Male,2,3469
George Anderson,939300,35.0,Male,1,
Robert Ng,908863,46.0,Male,1,3452
Faith Bacon,917381,37.0,Female,1,146
Marsha Brisson,918601,40.0,Female,,6946
Garry Roldan,945503,30.0,Female,0,
Lauren Bundy,935103,41.0,Female,2,3319
Holly Gutkowski,933789,40.0,Male,1,
Lisa Valenzuela,944726,31.0,Female,0,
Karen Russell,934306,44.0,Female,0,8705
Julian Pennington,935423,31.0,Female,0,
Kenneth Burns,900017,57.0,Male,1,2203
Mark Whitaker,915403,41.0,Male,1,
Karin Anderson,926334,39.0,Male,,
Jacklyn Butler,903096,46.0,Male,1,
Linda Crawford,918078,39.0,Female,2,8419
Richard Dawson,905833,37.0,Female,1,4527
John Hines,915332,40.0,Male,2,
Sheldon Schlindwein,909785,48.0,Male,,7456
Cecilia Brown,945592,28.0,Female,0,
Charlotte Kelsey,915821,37.0,Male,1,
Lucille Velasquez,919879,22.0,Female,0,
Michele Rivera,937237,37.0,Female,0,
Emily Rowell,923147,29.0,Female,0,
Robert Mcbride,896717,56.0,Male,1,5264
Alice Nicholson,926137,42.0,Male,1,
Matthew Cain,923266,55.0,Male,2,9622
Angie Gardner,938314,29.0,Female,0,
Steven Stallworth,926205,41.0,Male,2,
Kristal Colon,910943,39.0,Male,2,
Carole Bishop,902640,35.0,Male,,
Cathy Speer,928924,31.0,Female,1,1207
Robert Jennins,918353,34.0,Female,2,6229
Diane Mathis,908319,49.0,Male,2,6673
Karrie Jackson,916161,33.0,Male,2,
Theresa Romero,943595,38.0,Female,0,
Dalton Tetterton,921894,21.0,Female,0,
Sarah Corona,910211,54.0,Male,2,4175
Lisa Macko,934045,34.0,Male,2,
Muriel Helt,898771,48.0,Male,1,8777
Tabitha Hernandez,932551,51.0,Male,1,757
Howard Mckenzie,935716,22.0,Female,0,
Hollie Vantassel,898726,58.0,Male,3,4934
Wayne Green,921630,38.0,Female,0,
James Sauer,907345,47.0,Male,1,4963
Robert Suk,912758,33.0,Male,1,
Charlene Cary,901757,45.0,Male,,
Jonathon Hargrove,924646,52.0,Male,1,4459
Justin Jones,933558,41.0,Male,2,
Edna Ballew,919415,34.0,Female,0,
Terry Osborne,911202,38.0,Male,3,
Maria Keach,945981,26.0,Female,0,
Ella Tracy,942902,29.0,Female,0,
Linda Miller,941094,31.0,Male,1,
Janice Kuker,897667,45.0,Male,1,1903
Mary Echevarria,935893,31.0,Female,0,
Denise Toro,910634,48.0,Male,2,
Terry Rivera,906565,35.0,Female,0,
Jeffery Hubbard,908160,54.0,Male,1,9488
Margaret Mcguire,935689,28.0,Female,2,
Wendy Saenz,921511,21.0,Female,0,
Henrietta Grasser,936712,27.0,Female,0,
Adam Dunkleberger,915080,42.0,Male,,
Danielle Miller,903779,32.0,Male,1,
Nicole Burgess,926428,41.0,Male,2,
Stephanie Noe,937276,27.0,Female,0,
Josephine Rhew,939910,38.0,Male,2,
Thomas Cox,920902,27.0,Female,0,
Andrew Champion,898328,58.0,Male,2,7807
Cora Collister,940300,49.0,Male,2,
Carissa Greener,904531,33.0,Male,1,
Michael Kramer,918315,40.0,Female,2,3571
Denis Polkinghorn,917402,43.0,Female,1,1709
Deena Capulong,918137,45.0,Female,2,
Gwendolyn Allen,915840,45.0,Male,1,
Deann Shiplett,946014,38.0,Female,0,
Jose Ortiz,920536,31.0,Female,0,
Harvey Watson,941398,40.0,Male,0,
Margaret Elizalde,897419,54.0,Male,2,8118
Janet Pagan,911810,36.0,Male,2,
Mary Turcotte,903459,35.0,Male,2,
Brad Hennig,897785,50.0,Male,2,
Alfred Franklin,939387,41.0,Male,2,
Candy Smith,942409,37.0,Male,,
Monica Reedy,898997,57.0,Male,2,9443
Edna Larson,934432,48.0,Female,2,1445
Antonio Dingman,938447,46.0,Male,3,3083
Emmanuel Stowers,932354,47.0,Male,1,6076
Peggy Meyers,941134,42.0,Male,2,
Alfonso Bain,909741,48.0,Male,,8667
Hazel Dullea,905699,40.0,Female,1,5564
Adella Rose,911125,38.0,Male,1,
Robert Yacko,938281,30.0,Female,0,
Dewayne Riley,921555,33.0,Female,0,
Lisa Anderson,921613,19.0,Female,,
Christopher Taliulu,924422,54.0,Male,2,97
Shonda Amick,923111,36.0,Female,0,
Thurman Lewis,938487,47.0,Male,1,9048
Alisa Burns,937105,30.0,Female,0,
Kayla Brown,896819,47.0,Male,1,
Aaron Brown,910237,42.0,Male,1,802
Wilma Carrier,897906,52.0,Male,2,3835
Curt Irwin,920069,30.0,Female,0,
Adam Czajkowski,939474,38.0,Male,3,
Orlando Brotzman,934031,42.0,Male,2,
Phyllis Faler,905271,39.0,Male,,
Rhonda Daye,936331,32.0,Female,0,
Connie Fortier,902236,35.0,Male,3,
Gregory Freed,906289,39.0,Female,2,8215
Bruce Blair,924761,45.0,Male,,8566
Veronica Gonzalez,935551,35.0,Female,0,
Kenneth Mcpherson,902604,43.0,Male,1,
Kevin Lenhart,927570,39.0,Male,2,
Catherine Brown,934760,37.0,Female,1,5092
Trisha Santiago,913194,48.0,Male,1,5159
Austin Williams,944496,19.0,Female,0,
Francis Mclaughlin,933119,36.0,Male,,
Rosa Wilson,937753,25.0,Female,0,
Irma Martin,923492,46.0,Male,2,3791
Robin Sastre,924760,47.0,Male,2,2863
Terry Rodriguez,897937,41.0,Male,,4886
Nina Sloan,918080,49.0,Female,1,9437
Evelyn Bury,900565,50.0,Male,,3727
Gwendolyn Escobar,902478,36.0,Male,2,
Ruby Soucier,899463,56.0,Male,2,1019
Booker Hagerty,912278,37.0,Male,1,
Michele Edwards,925318,41.0,Male,2,
Derrick Caldwell,921972,29.0,Female,2,
Tommy Smith,916653,41.0,Male,,
Michael Anderson,942167,48.0,Male,2,
Helen Odonnell,902584,40.0,Male,2,
Kimberly Price,942858,32.0,Female,0,
Carlos Miller,902453,41.0,Male,0,
Harry Luken,934171,38.0,Female,,9372
Douglas Falk,909766,51.0,Male,,2372
Tracie Dillis,921406,29.0,Female,0,
Harold Lindquist,937648,32.0,Female,0,
Joyce Scuderi,940575,36.0,Male,2,
Jack Robie,914679,39.0,Male,2,
Reginald Hunter,921750,19.0,Female,0,
Brian Uribe,931189,29.0,Female,1,
Katie Leedom,925397,45.0,Male,,
Genevieve Fong,896746,51.0,Male,2,7823
Janet Baumler,904614,34.0,Male,2,
Elmer Radford,908382,44.0,Male,1,4694
Lillian Rohan,943754,25.0,Female,0,
Leroy Jarvis,929581,30.0,Female,0,
Kay Fisher,906430,40.0,Female,,3542
Carlos Page,915571,39.0,Male,2,
Martha Shapiro,933348,38.0,Male,2,
Mike Ferrell,902360,43.0,Male,,
Michael Washington,934034,36.0,Male,0,
Damaris Currin,922518,32.0,Female,0,
Kristen Keating,924037,50.0,Male,2,2097
Daniel Sturtevant,923481,58.0,Male,2,6438
Stephanie Mccue,902338,34.0,Male,2,
Myra Herrera,901821,48.0,Male,1,8624
Lillian Fields,919227,33.0,Female,0,
Virginia Ivan,915081,33.0,Male,2,
James Mcnabb,901744,46.0,Male,1,4852
Helen Albright,904947,37.0,Male,1,
Charles Love,943350,36.0,Female,0,
Debra Neville,905483,37.0,Male,2,
Lana Dominguez,920427,29.0,Female,0,
Judith Fuller,898777,51.0,Male,1,9776
Katina Jordan,939151,40.0,Male,,
Juanita Henderson,912539,42.0,Male,1,
Anthony Ferro,916807,45.0,Female,2,5698
John Regnier,941511,45.0,Male,1,
Twila Maxwell,932535,48.0,Male,1,5762
Rosia Hamilton,910228,40.0,Male,1,3838
Donna Mitchell,937629,27.0,Female,0,
Maria Odonnell,934644,40.0,Female,0,7848
Dannielle Ragland,907857,42.0,Male,1,793
Karen Bixby,896549,47.0,Male,,
Misty Stadther,943645,27.0,Female,0,
Carl Ohara,939915,40.0,Male,1,
Randall White,926245,30.0,Male,2,
Irma Doyle,920272,31.0,Female,0,
William Granda,899342,50.0,Male,,
James Smith,903923,33.0,Male,2,
John Delia,940633,37.0,Male,2,
Peter Dibari,901629,57.0,Male,3,
Steven Miller,915036,43.0,Male,2,
Lacey Bradley,925624,36.0,Male,1,
Candice Hardter,921201,29.0,Female,0,
Richard Fenn,930846,21.0,Female,0,
Elisabeth Burns,927139,40.0,Male,1,
Beverly Ybarra,934412,43.0,Female,,4660
Roy Anderson,916116,33.0,Male,,
Donald Yost,911797,31.0,Male,2,
Carla Campbell,899013,56.0,Male,1,1094
Steven Mccaffrey,927400,33.0,Male,2,
Paula Campbell,916955,35.0,Female,2,1405
David Mayes,934655,41.0,Female,1,4235
Robert Berg,909851,48.0,Male,1,769
Sarah Nebergall,900579,54.0,Male,3,2326
Donald Autrey,941022,34.0,Male,2,
Raymond Brown,907735,59.0,Male,2,9393
Mayra Lauer,946235,30.0,Female,0,
Thomas Moore,915355,45.0,Male,3,
Jessica Johnson,899788,45.0,Male,1,7905
Wayne Givens,924181,50.0,Male,1,4949
Audrey Darden,926018,42.0,Male,,
Eloise Prewitt,903253,32.0,Male,1,
Herb Nelson,924198,51.0,Male,1,229
Paul Dias,917749,39.0,Female,,9052
Ronnie Chumley,926770,43.0,Male,2,
Maria White,944972,29.0,Female,0,
Eleanor Grimaldi,917233,39.0,Female,2,6187
Gregory Lyon,905039,38.0,Male,,
Alexandria Myers,933257,45.0,Male,2,
Ginger Holohan,943844,29.0,Female,0,
Melissa Barnes,928867,33.0,Female,1,7622
Sandra Martinez,943483,34.0,Female,0,
Corey Galayda,904124,42.0,Male,1,
Terry Hauff,908221,45.0,Male,0,2422
Terry Cooper,924369,43.0,Male,0,6033
Keith Winslow,910944,35.0,Male,3,
Dawn Wilcox,943249,38.0,Female,0,
Louis Farrell,931198,32.0,Female,0,
Jose Lamere,944798,26.0,Female,0,
Sheila Hudson,919373,28.0,Female,0,
Lila Hatch,935019,36.0,Female,,5022
Monica Lupez,944731,26.0,Female,0,
Sherry Lozano,926292,49.0,Male,,
Martin Blake,942754,38.0,Female,1,304
Valerie Tekautz,904805,38.0,Male,2,
Sharla Joseph,944185,28.0,Female,0,
David Shirley,916449,40.0,Male,2,
Damon Noel,940842,30.0,Male,1,
Anna Mccauley,902824,42.0,Male,,
James Hoffmann,941907,45.0,Male,1,
Marjorie Parker,944909,22.0,Female,0,
Donald Cook,898212,47.0,Male,,8721
Israel Raffa,905529,35.0,Male,1,
Ann Vonsoosten,939780,41.0,Male,2,
Jeffrey Mendez,917730,41.0,Female,2,4612
Joel Bingham,913703,55.0,Male,1,7078
Caridad Watkins,907427,47.0,Male,1,
Debra Morgan,931908,25.0,Female,0,
Trevor Miles,896968,45.0,Male,2,543
Barbara Mcclellan,923296,46.0,Male,2,
Stacy Cardinale,901203,56.0,Male,1,9343
Maria Greene,912724,39.0,Male,1,
Betty Bayerl,923624,55.0,Male,1,1173
Patricia Goodman,916771,33.0,Female,1,8956
Robert Downey,929541,21.0,Female,0,
Jill Abraham,922123,24.0,Female,0,
Sandra Smith,934639,39.0,Female,1,3655
Renata Wheeler,946074,39.0,Female,0,
James Harper,911858,32.0,Male,1,
Eric Box,924651,43.0,Male,1,
Glen Gerleman,932605,34.0,Male,1,
Nedra Mortenson,943932,29.0,Female,0,
Flora Romero,915820,39.0,Male,2,
David Gresham,905131,39.0,Male,2,
Linda Capps,921753,32.0,Female,0,
Ocie Mcnitt,901131,55.0,Male,,9329
Cecilia Cocco,914159,56.0,Male,2,5656
Robert Leigh,930851,33.0,Female,0,
Vincent Hatton,923888,53.0,Male,2,989
Selma Lovely,910978,50.0,Male,2,
Ray Ackley,921151,29.0,Female,,
Dollie Dale,927537,43.0,Male,2,
Ricky Conaway,921091,23.0,Female,0,
Duane Anderson,934026,43.0,Male,,
Brent Leddy,938795,41.0,Male,2,
Richard Mcculley,931465,41.0,Female,0,
Louisa Stubbs,915984,53.0,Male,,
Caleb Roose,907352,55.0,Male,,938
Louise Jackson,931390,34.0,Female,0,
Willie Tolley,942414,40.0,Male,1,
Homer Tucker,940529,36.0,Male,0,
Roy Thompson,899900,42.0,Male,2,4482
Pat Washington,934134,31.0,Female,2,7635
Todd Fortson,899990,44.0,Male,1,7822
Taylor Benson,897459,51.0,Male,,4064
Gabriel Bell,926154,39.0,Male,1,
Luis Firth,912949,40.0,Female,1,6572
Herbert Castellanos,939238,43.0,Male,1,
Sharon Haydon,924463,44.0,Male,1,605
Bill Brown,923283,45.0,Male,,8854
Levi Horton,896488,36.0,Male,2,69.0
Billy Baker,903330,46.0,Male,2,
Claude Frankel,927990,44.0,Female,2,
Kimberly Barnes,930410,28.0,Female,0,
Ella Means,915137,36.0,Male,2,
Timothy Brigham,900411,47.0,Male,1,4827
William Pacheco,903735,42.0,Male,1,
Edward Cerda,896789,50.0,Male,2,9227
Sidney Villaman,902153,42.0,Male,1,
Bernice Allen,900805,45.0,Male,,3648
Keisha Tatum,923534,50.0,Male,1,9025
Kathryn Clark,914981,38.0,Male,2,
Mark Diaz,932588,44.0,Male,,
Sara Crews,912210,42.0,Male,,
Brenda Jack,902339,37.0,Male,,
Betty Call,932912,40.0,Male,1,
Jose Bailey,907964,55.0,Male,,8809
Ana Grace,907328,51.0,Male,1,6432
Cynthia Crawford,913931,50.0,Male,1,2492
Joyce Newman,913997,48.0,Male,1,9053
Phyllis Brewster,923794,53.0,Male,1,7312
Brian Wright,946044,17.0,Female,0,
Jennifer Desjardins,928289,46.0,Female,2,4094
Wayne Goodale,900422,49.0,Male,2,1249
William Grossman,936752,32.0,Female,0,
Eric Shirley,922279,21.0,Female,,
Susan Thomas,898179,49.0,Male,2,5936
Sharon Gatton,897235,52.0,Male,,2260
Jason Medrano,907608,46.0,Male,2,3626
Martina Sharrer,905721,34.0,Female,2,
Paula Kindred,897653,50.0,Male,2,1873
Paula Wilson,906677,30.0,Female,0,
Eddie Davis,941374,38.0,Male,1,
William Kohan,901950,47.0,Male,,1115
Gertrude Martinez,944815,30.0,Female,1,
Amelia Osorio,918917,34.0,Female,0,8801
Angel Cartwright,924120,48.0,Male,2,2815
Matthew Broe,899062,50.0,Male,,6946
Virginia Burton,920164,32.0,Female,0,
Richard Niederberger,923690,58.0,Male,1,1483
Joann Marchant,943136,31.0,Female,1,
Darryl Galloway,917480,42.0,Female,2,2984
Rickie Cardwell,938439,47.0,Male,1,747
Catherine Walston,936748,38.0,Female,0,
Cynthia Williams,938810,40.0,Male,1,
Jerry Dudley,905046,41.0,Male,,
Betty Smith,940245,39.0,Male,1,
Alta Richardson,930471,32.0,Female,0,
Michael Blodgett,905963,42.0,Female,2,9186
David Mchenry,921942,34.0,Female,0,
Norman Faris,929340,27.0,Female,2,
Corey Potter,926977,46.0,Male,,
Andrea Pellot,942975,29.0,Female,0,
Samuel Choate,937631,25.0,Female,0,
Marjorie Hahl,921951,31.0,Female,3,
Stacey Wellard,924865,32.0,Male,2,
Clinton Olsen,930933,36.0,Female,0,
Bobby Valenzuela,916582,38.0,Male,0,
Dennis Smith,938254,30.0,Female,0,
Maria Hale,928826,33.0,Female,1,6457
Frankie Lopez,913729,56.0,Male,1,4398
John Gaddie,904071,49.0,Male,2,
Harry Collins,907045,44.0,Male,2,9336
Henry Daugherty,897946,50.0,Male,2,5778
James Omohundro,926074,41.0,Male,1,
Merle Wilkinson,901691,58.0,Male,1,6137
Eilene Hall,938156,37.0,Female,0,
Lucy Benn,930012,31.0,Female,0,
Steve Miller,920367,32.0,Female,0,
Mary Paiva,936746,21.0,Female,1,
Jonathan Eskew,911856,33.0,Male,2,
Steven Quintana,945858,31.0,Female,0,
Phillip Rothhaupt,899913,47.0,Male,2,620
Michael Schroeder,904884,47.0,Male,2,
Frank Emery,924235,53.0,Male,2,1217
Ismael Montes,908112,48.0,Male,1,4098
Robert Yamakawa,941257,35.0,Male,,
Elizabeth Rish,922802,22.0,Female,0,
Allan Hughes,901370,49.0,Male,2,5134
Anthony Hofmann,935110,20.0,Female,0,
Chrystal Bowles,910210,49.0,Male,2,2890
Shane Murillo,927924,28.0,Female,2,1445
Leon Barclay,902119,43.0,Male,,
Steven Barks,928349,46.0,Female,2,7303
Robert Brush,941205,50.0,Male,1,
Matthew Castillo,929078,41.0,Female,2,6617
Bessie Pendleton,899378,56.0,Male,3,571
Kathleen Flowers,916942,36.0,Female,1,5449
Harry Miller,923445,48.0,Male,,8427
Michael Battle,906476,41.0,Female,,6439
Oscar Lewis,930639,29.0,Female,0,
Joe Swanagan,920231,30.0,Female,0,
Kenneth Pearson,945935,30.0,Female,0,
Edwin Metcalfe,907466,56.0,Male,,2580
Pearl Kanne,926036,40.0,Male,2,
Margaret Hale,910813,36.0,Male,1,
Jody Rodriguez,907007,46.0,Male,2,7657
Mara Theriot,900967,56.0,Male,1,
Patricia Maldomado,939986,38.0,Male,1,
Walter Murray,917261,36.0,Female,1,2968
Michael Love,941304,33.0,Male,2,
Jesse Collier,912713,32.0,Male,1,
Paul Gilmore,912387,42.0,Male,2,
Karen Alexander,945378,25.0,Female,0,
Thelma Montelongo,921663,26.0,Female,0,
Ocie Smith,939076,38.0,Male,2,
Carol Williams,939722,41.0,Male,0,
Brittany Pakele,916579,40.0,Male,,
Betty Bryson,921044,29.0,Female,0,
Melissa Richardson,910096,54.0,Male,1,3168
Robert Bailly,945315,30.0,Female,0,
Rose Hayes,915553,36.0,Male,1,
Christopher Johnson,924830,43.0,Male,2,
Gregory Sampson,928020,45.0,Female,2,420
Kenneth Herrera,921856,31.0,Female,0,
Mary Beggs,899104,54.0,Male,1,9838
Tracy Bruner,908182,45.0,Male,2,5094
Carolyn Mulcahy,900765,53.0,Male,1,7929
Jerry Anderson,899366,38.0,Male,,839
Henry Trimarchi,904497,47.0,Male,2,
Sherry Tanner,931647,34.0,Female,0,
Kim Woosley,912376,32.0,Male,2,
Luis Beauregard,901115,41.0,Male,1,2000
Danielle Akin,936751,31.0,Female,0,
Anthony Lynn,919668,32.0,Female,0,
Saul Huff,943491,30.0,Female,0,
Stephen Goetz,923002,23.0,Female,0,
Guadalupe Lanosga,945148,33.0,Female,0,
Fred Maloney,910374,44.0,Male,,
Daniel Mccauley,941908,39.0,Male,2,
Debra Butts,936396,30.0,Female,0,
Mayra Baillargeon,899722,55.0,Male,1,913
Vivian Bonenfant,919785,35.0,Female,0,
Patricia Ladage,938804,47.0,Male,3,
David Edwards,923258,21.0,Female,0,
Valerie Rodriguez,906394,39.0,Female,1,
Gregory Thomas,942020,42.0,Male,,
Althea Blum,943977,30.0,Female,0,
Nicole Mcclinton,920898,31.0,Female,0,
Patricia Sutton,905623,43.0,Female,,5883
Charlene Rollins,928078,38.0,Female,,5548
Harry Johnson,905591,35.0,Female,1,473
Diane Chapman,942203,42.0,Male,2,
Lauren Bryan,924677,51.0,Male,2,3669
Katherine Nang,923060,29.0,Female,0,
Dennis Ybarra,901763,57.0,Male,1,906
Harold Ruminski,933918,33.0,Male,1,
Sofia Cunningham,911907,46.0,Male,2,
Richard Wolfenbarger,945951,31.0,Female,0,
Lucas Lafleur,900160,48.0,Male,1,9019
Tammy Standifer,933550,29.0,Male,1,
Ronald Campbell,936593,33.0,Female,0,
Judy Montes,944850,27.0,Female,0,
Olympia Mills,911098,43.0,Male,1,
Debra Santos,937594,24.0,Female,0,
Robin Buresh,932330,44.0,Male,2,2986
Elena Brown,918960,37.0,Female,0,
Andrew Massey,897092,42.0,Male,2,5192
Juan Butler,912506,37.0,Male,2,
Audrea Turner,939697,38.0,Male,2,
Robert Robicheaux,912097,43.0,Male,2,
Alan Smith,929410,33.0,Female,0,
Henry Loftis,916795,38.0,Female,2,2608
Sandra Smith,903843,34.0,Male,2,
Michael Foody,903584,41.0,Male,,
Jose Hall,907064,55.0,Male,1,2827
Thomas Bray,928123,47.0,Female,1,4125
Angelo Joeckel,908756,51.0,Male,,4089
Greg Woods,909081,45.0,Male,1,7990
Timothy Niles,943324,27.0,Female,0,
Ben Norton,922174,29.0,Female,0,
Hilma Douglas,938712,41.0,Male,1,
Amanda Cuevas,906581,25.0,Female,0,
Daniel Singleton,928531,34.0,Female,0,388
Bobby Levitsky,918132,37.0,Female,2,6915
Marvin Bohn,928156,44.0,Female,1,3807
Adelaide Wittenberg,908849,47.0,Male,2,4780
Arturo Warren,910670,34.0,Male,2,
Steven Erwin,897267,56.0,Male,2,128
Kathryn Maxham,911022,34.0,Male,1,
Patricia Overbaugh,925041,37.0,Male,1,
Ofelia Osorio,927285,30.0,Male,2,
Kim Swart,906521,30.0,Female,0,
Barbara Morin,935332,24.0,Female,0,
Johnnie Schneck,911016,44.0,Male,2,
Blanche Swales,910640,43.0,Male,2,
Jeremy Whitt,939975,42.0,Male,0,
Adeline Stephan,944551,28.0,Female,0,
Jacquelyn Moyer,899534,51.0,Male,,8899
Steve Griffin,904532,43.0,Male,2,
Clifford Schleicher,942976,30.0,Female,0,
Diane Miles,944774,27.0,Female,0,
Anita Vellekamp,915670,44.0,Male,2,
Portia Borgeson,910402,51.0,Male,1,2384
Mildred Neal,915187,35.0,Male,1,
Janet Bagwell,901437,56.0,Male,1,3604
Carl House,897758,39.0,Male,2,7901
Elizabeth King,941929,43.0,Male,,
Richard Young,918072,41.0,Female,3,4346
Rita Golden,908009,38.0,Male,1,7731
Gregory Garner,929604,22.0,Female,0,
Cleo Beck,908787,56.0,Male,2,5582
Merle Schexnayder,929961,27.0,Female,0,
Susie Barker,938860,39.0,Male,,
James Anderson,905181,39.0,Male,1,
Mirna Crutchfield,917462,39.0,Female,,9924
John Nguyen,905637,40.0,Female,0,
Jeffrey Montoya,910887,43.0,Male,,
Annabelle Mach,904200,41.0,Male,1,
Ray Mcnurlen,911839,42.0,Male,2,
Mark Dawson,927763,36.0,Male,2,
Andre Lira,922533,34.0,Female,0,
James Burke,924331,47.0,Male,1,5909
Leilani Klug,939422,32.0,Male,1,
Elna Oglesby,903930,38.0,Male,,
Tammy Duncan,927269,40.0,Male,1,
Robyn Hall,930802,31.0,Female,2,
Bryan Beatty,941438,37.0,Male,1,
Charles Lewis,920190,34.0,Female,0,
Javier Skeels,933491,37.0,Male,,
Rita Chastain,917313,37.0,Female,2,4375
Robert Wooldridge,899419,49.0,Male,2,1686
Deann Fuller,917521,47.0,Female,,1631
Eric Belka,916179,47.0,Male,1,
William Nigro,936178,23.0,Female,0,
Todd Branton,897095,51.0,Male,2,4119
Roberta Johnson,903115,42.0,Male,1,
Mary Slinkard,933395,38.0,Male,2,
Kelly Wilson,935624,30.0,Female,,
Fredrick Soto,918687,46.0,Female,2,2736
Norma Coffin,935592,34.0,Female,0,
William Johnson,918251,37.0,Female,2,
Amanda Laster,941510,44.0,Male,1,
Tanya Watson,933595,33.0,Male,2,
Jim Green,899541,49.0,Male,2,8103
Vicki Hulsey,901372,54.0,Male,1,333
Sandra Worden,913642,51.0,Male,1,1805
Beatrice Bethell,927420,37.0,Male,,
Roy Dabney,901987,52.0,Male,1,6556
Cheryl Treadwell,932884,31.0,Male,1,
Clarence Perez,914437,50.0,Male,2,8614
Dorothy Cain,910829,39.0,Male,2,
